#BeginHeader,57
#FormatType,NR-500\NORMAL
#FormatVersion,R4.00.00
タイトル,
ユニット番号,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
2021/11/17 14:02:28,800000,0.498,0.114,0.509,0.003,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,810000,0.501,0.120,0.506,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,820000,0.506,0.116,0.507,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,830000,0.502,0.118,0.510,0.003,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,840000,0.501,0.116,0.503,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,850000,0.500,0.115,0.508,0.007,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,860000,0.505,0.115,0.502,0.003,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,870000,0.507,0.115,0.514,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,880000,0.501,0.112,0.508,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,890000,0.508,0.123,0.503,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,900000,0.505,0.116,0.505,0.007,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,910000,0.504,0.139,0.501,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,920000,0.503,0.115,0.507,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,930000,0.501,0.125,0.509,0.003,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,940000,0.503,0.126,0.502,0.003,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,950000,0.502,0.117,0.504,-0.003,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,960000,0.501,0.121,0.504,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,970000,0.506,0.122,0.504,0.007,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,980000,0.512,0.125,0.507,0.007,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,990000,0.510,0.114,0.504,0.007,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,000000,0.505,0.115,0.506,0.007,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,010000,0.503,0.117,0.502,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,020000,0.501,0.123,0.505,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,030000,0.506,0.120,0.508,0.003,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,040000,0.505,0.114,0.504,0.007,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,050000,0.508,0.114,0.514,0.003,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,060000,0.497,0.116,0.508,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,070000,0.506,0.120,0.507,0.013,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,080000,0.503,0.121,0.503,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,090000,0.501,0.119,0.506,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,100000,0.507,0.125,0.503,0.003,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,110000,0.501,0.125,0.505,0.007,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,120000,0.505,0.128,0.504,0.007,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,130000,0.513,0.114,0.503,0.003,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,140000,0.501,0.114,0.507,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,150000,0.514,0.120,0.505,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,160000,0.505,0.108,0.512,0.007,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,170000,0.506,0.110,0.508,0.003,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,180000,0.514,0.116,0.505,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,190000,0.503,0.117,0.507,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,200000,0.503,0.115,0.505,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,210000,0.506,0.117,0.505,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,220000,0.498,0.123,0.508,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,230000,0.503,0.120,0.505,0.010,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,240000,0.509,0.117,0.504,0.020,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,250000,0.504,0.120,0.502,0.013,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,260000,0.507,0.111,0.505,0.013,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,270000,0.500,0.125,0.505,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,280000,0.502,0.120,0.501,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,290000,0.503,0.109,0.505,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,300000,0.513,0.110,0.508,0.003,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,310000,0.502,0.116,0.517,0.007,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,320000,0.511,0.120,0.508,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,330000,0.501,0.132,0.514,0.003,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,340000,0.505,0.117,0.503,0.003,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,350000,0.505,0.136,0.503,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,360000,0.510,0.122,0.506,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,370000,0.503,0.114,0.506,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,380000,0.508,0.119,0.505,0.007,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,390000,0.511,0.120,0.507,0.003,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,400000,0.500,0.116,0.513,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,410000,0.511,0.117,0.508,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,420000,0.504,0.117,0.507,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,430000,0.501,0.117,0.505,0.007,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,440000,0.500,0.116,0.507,-0.003,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,450000,0.504,0.123,0.505,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,460000,0.505,0.125,0.503,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,470000,0.504,0.120,0.510,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,480000,0.503,0.130,0.513,0.000,167.40,254.35,299.50,-0.003
2021/11/17 14:02:29,490000,0.505,0.120,0.505,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,500000,0.504,0.114,0.509,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,510000,0.503,0.117,0.508,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,520000,0.505,0.129,0.505,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,530000,0.501,0.121,0.503,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,540000,0.503,0.123,0.506,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,550000,0.502,0.117,0.513,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,560000,0.502,0.120,0.515,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,570000,0.512,0.117,0.511,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,580000,0.501,0.121,0.503,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,590000,0.503,0.121,0.505,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:29,600000,0.505,0.115,0.504,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:29,610000,0.508,0.116,0.505,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:29,620000,0.502,0.117,0.502,0.013,167.45,254.35,299.55,-0.003
2021/11/17 14:02:29,630000,0.514,0.112,0.506,0.017,167.45,254.35,299.55,-0.003
2021/11/17 14:02:29,640000,0.508,0.123,0.508,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:29,650000,0.509,0.111,0.508,0.013,167.45,254.35,299.55,-0.003
2021/11/17 14:02:29,660000,0.502,0.120,0.505,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:29,670000,0.510,0.130,0.506,0.013,167.45,254.35,299.55,-0.003
2021/11/17 14:02:29,680000,0.503,0.125,0.507,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:29,690000,0.502,0.106,0.514,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,700000,0.499,0.120,0.508,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,710000,0.505,0.114,0.505,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,720000,0.499,0.120,0.504,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,730000,0.503,0.117,0.513,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,740000,0.505,0.117,0.506,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,750000,0.508,0.112,0.507,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,760000,0.505,0.123,0.505,-0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,770000,0.502,0.118,0.507,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,780000,0.510,0.115,0.511,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,790000,0.505,0.111,0.505,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,800000,0.508,0.111,0.507,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,810000,0.503,0.115,0.515,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,820000,0.501,0.118,0.508,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,830000,0.501,0.120,0.510,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,840000,0.500,0.120,0.509,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,850000,0.503,0.108,0.508,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,860000,0.502,0.123,0.505,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,870000,0.500,0.117,0.504,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,880000,0.498,0.115,0.507,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,890000,0.501,0.116,0.512,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,900000,0.504,0.130,0.504,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,910000,0.511,0.120,0.505,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,920000,0.503,0.118,0.502,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,930000,0.509,0.115,0.505,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,940000,0.514,0.113,0.515,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,950000,0.498,0.121,0.502,-0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,960000,0.508,0.139,0.504,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,970000,0.502,0.117,0.512,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,980000,0.505,0.125,0.513,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:29,990000,0.501,0.120,0.500,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,000000,0.500,0.129,0.508,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,010000,0.501,0.129,0.509,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,020000,0.503,0.118,0.516,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,030000,0.500,0.118,0.503,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,040000,0.504,0.118,0.504,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,050000,0.498,0.125,0.502,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,060000,0.500,0.128,0.510,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,070000,0.503,0.140,0.506,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,080000,0.503,0.121,0.501,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,090000,0.504,0.114,0.505,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,100000,0.505,0.125,0.508,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,110000,0.513,0.111,0.507,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,120000,0.503,0.117,0.514,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,130000,0.501,0.125,0.507,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,140000,0.504,0.119,0.513,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,150000,0.503,0.125,0.508,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,160000,0.500,0.115,0.515,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,170000,0.505,0.115,0.507,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,180000,0.498,0.121,0.505,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,190000,0.513,0.127,0.508,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,200000,0.510,0.119,0.512,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,210000,0.506,0.121,0.516,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,220000,0.510,0.110,0.504,0.013,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,230000,0.507,0.115,0.503,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,240000,0.500,0.119,0.508,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,250000,0.505,0.115,0.505,0.013,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,260000,0.500,0.116,0.511,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,270000,0.503,0.113,0.505,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,280000,0.504,0.115,0.503,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,290000,0.506,0.114,0.508,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,300000,0.509,0.125,0.508,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,310000,0.505,0.117,0.503,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,320000,0.505,0.125,0.505,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,330000,0.504,0.108,0.503,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,340000,0.501,0.121,0.509,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,350000,0.512,0.117,0.507,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,360000,0.503,0.114,0.505,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,370000,0.513,0.116,0.503,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,380000,0.500,0.120,0.509,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,390000,0.504,0.125,0.504,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,400000,0.506,0.119,0.507,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,410000,0.504,0.117,0.504,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,420000,0.503,0.125,0.511,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,430000,0.503,0.127,0.505,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,440000,0.515,0.115,0.514,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,450000,0.505,0.124,0.506,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,460000,0.508,0.125,0.504,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,470000,0.503,0.125,0.506,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,480000,0.512,0.120,0.503,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,490000,0.504,0.135,0.507,0.007,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,500000,0.505,0.115,0.506,0.000,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,510000,0.498,0.126,0.505,0.000,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,520000,0.500,0.117,0.506,0.003,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,530000,0.500,0.123,0.507,0.000,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,540000,0.503,0.111,0.507,0.003,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,550000,0.507,0.113,0.505,0.007,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,560000,0.507,0.125,0.506,0.010,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,570000,0.503,0.117,0.503,0.007,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,580000,0.506,0.115,0.503,0.000,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,590000,0.504,0.117,0.501,0.007,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,600000,0.500,0.116,0.508,0.007,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,610000,0.503,0.115,0.508,0.003,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,620000,0.500,0.124,0.508,0.000,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,630000,0.499,0.129,0.502,0.003,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,640000,0.503,0.125,0.505,0.003,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,650000,0.503,0.114,0.503,0.010,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,660000,0.505,0.112,0.501,0.020,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,670000,0.500,0.127,0.515,0.007,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,680000,0.504,0.116,0.504,0.000,167.45,254.35,299.50,-0.004
2021/11/17 14:02:30,690000,0.501,0.121,0.505,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,700000,0.504,0.115,0.508,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,710000,0.503,0.120,0.507,0.010,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,720000,0.500,0.120,0.505,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,730000,0.505,0.123,0.505,-0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,740000,0.500,0.130,0.502,-0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,750000,0.508,0.117,0.505,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,760000,0.500,0.121,0.505,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,770000,0.506,0.117,0.502,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,780000,0.505,0.117,0.508,-0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:30,790000,0.502,0.126,0.501,-0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,800000,0.503,0.120,0.505,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,810000,0.513,0.115,0.513,0.017,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,820000,0.505,0.110,0.502,0.020,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,830000,0.503,0.115,0.507,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,840000,0.500,0.115,0.504,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,850000,0.515,0.114,0.509,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,860000,0.508,0.118,0.507,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,870000,0.500,0.117,0.506,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,880000,0.508,0.121,0.508,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,890000,0.498,0.120,0.505,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,900000,0.503,0.119,0.503,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,910000,0.498,0.115,0.510,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,920000,0.502,0.125,0.508,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,930000,0.498,0.115,0.505,0.000,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,940000,0.512,0.120,0.503,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,950000,0.502,0.114,0.512,0.013,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,960000,0.500,0.115,0.513,0.017,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,970000,0.504,0.117,0.506,0.003,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,980000,0.500,0.118,0.507,0.007,167.45,254.35,299.50,-0.003
2021/11/17 14:02:30,990000,0.501,0.115,0.505,0.003,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,000000,0.500,0.117,0.506,0.003,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,010000,0.508,0.118,0.503,0.003,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,020000,0.508,0.109,0.506,0.003,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,030000,0.503,0.127,0.505,0.000,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,040000,0.503,0.133,0.513,0.007,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,050000,0.502,0.115,0.508,0.003,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,060000,0.507,0.116,0.512,0.000,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,070000,0.510,0.120,0.507,0.000,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,080000,0.505,0.122,0.509,0.007,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,090000,0.503,0.125,0.504,0.007,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,100000,0.498,0.122,0.503,0.003,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,110000,0.500,0.125,0.505,0.007,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,120000,0.500,0.130,0.508,0.000,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,130000,0.504,0.117,0.506,0.003,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,140000,0.502,0.116,0.504,0.003,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,150000,0.504,0.112,0.505,0.003,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,160000,0.507,0.123,0.502,0.003,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,170000,0.503,0.118,0.509,0.000,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,180000,0.498,0.129,0.504,0.003,167.45,254.35,299.55,-0.004
2021/11/17 14:02:31,190000,0.506,0.120,0.513,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,200000,0.510,0.127,0.506,0.010,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,210000,0.505,0.123,0.502,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,220000,0.499,0.119,0.507,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,230000,0.502,0.117,0.503,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,240000,0.501,0.128,0.508,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,250000,0.501,0.114,0.504,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,260000,0.503,0.114,0.514,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,270000,0.501,0.112,0.509,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,280000,0.515,0.118,0.507,0.007,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,290000,0.500,0.120,0.504,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,300000,0.504,0.115,0.505,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,310000,0.500,0.120,0.518,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,320000,0.501,0.118,0.504,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,330000,0.501,0.116,0.503,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,340000,0.504,0.127,0.503,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,350000,0.506,0.116,0.508,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,360000,0.507,0.124,0.513,0.000,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,370000,0.503,0.132,0.503,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,380000,0.503,0.117,0.505,0.003,167.45,254.35,299.55,-0.003
2021/11/17 14:02:31,390000,0.507,0.110,0.502,0.000,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,400000,0.503,0.123,0.508,0.000,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,410000,0.502,0.119,0.505,0.003,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,420000,0.503,0.117,0.501,0.000,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,430000,0.503,0.125,0.505,-0.003,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,440000,0.507,0.117,0.505,0.000,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,450000,0.504,0.127,0.507,0.003,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,460000,0.507,0.120,0.515,0.000,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,470000,0.504,0.113,0.504,0.000,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,480000,0.516,0.115,0.505,0.007,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,490000,0.500,0.120,0.511,0.007,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,500000,0.504,0.133,0.505,0.007,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,510000,0.501,0.125,0.505,0.007,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,520000,0.514,0.121,0.510,0.000,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,530000,0.504,0.123,0.505,0.000,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,540000,0.504,0.123,0.514,0.003,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,550000,0.499,0.110,0.507,0.007,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,560000,0.506,0.122,0.505,0.000,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,570000,0.500,0.126,0.500,0.000,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,580000,0.500,0.128,0.513,-0.003,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,590000,0.503,0.117,0.504,0.013,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,600000,0.500,0.114,0.511,0.017,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,610000,0.504,0.113,0.508,0.000,167.45,254.40,299.55,-0.004
2021/11/17 14:02:31,620000,0.499,0.110,0.505,0.007,167.45,254.40,299.55,-0.004
